;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
;sum;min;max;mean;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean
DATA (YYYY-MM-DD);;;;;;;;;;;;;;;;;;;;;;;
2019-02-15;0.0;939.0;939.0;939.0;;21.0;21.0;21.0;18.0;18.0;18.0;77.0;94.0;87.75;48.0;144.0;91.33333333333333;7.0;8.0;7.333333333333333;1.0;3.0;2.25
2019-02-16;0.0;943.0;943.0;943.0;2762.0;18.0;24.0;20.8;18.0;18.0;18.0;64.0;90.0;77.3913043478261;73.0;169.0;110.26086956521739;6.0;8.0;7.0;2.0;3.0;2.5
2019-02-17;0.0;942.0;943.0;942.75;;17.0;25.0;19.25;15.0;16.0;15.25;57.0;89.0;77.45833333333333;82.0;156.0;122.5;7.0;8.0;7.5;3.0;4.0;3.5
2019-02-18;0.0;939.0;942.0;941.0;696.0;19.0;19.0;19.0;17.0;19.0;17.666666666666668;55.0;89.0;75.66666666666667;16.0;300.0;93.875;5.0;6.0;5.5;2.0;2.0;2.0
2019-02-19;0.0;940.0;940.0;940.0;1212.0;19.0;24.0;21.333333333333332;19.0;19.0;19.0;60.0;94.0;83.375;9.0;348.0;170.375;4.0;4.0;4.0;1.0;2.0;1.6666666666666667
2019-02-20;0.0;940.0;942.0;940.6666666666666;366.0;20.0;23.0;21.5;20.0;20.0;20.0;49.0;97.0;79.625;29.0;298.0;139.0;3.0;3.0;3.0;3.0;3.0;3.0
2019-02-21;0.0;942.0;943.0;942.5;477.0;20.0;30.0;26.25;16.0;18.0;17.333333333333332;38.0;91.0;66.45833333333333;10.0;342.0;91.375;7.0;8.0;7.5;1.0;3.0;2.2
2019-02-22;0.0;944.0;944.0;944.0;1719.0;;;;15.0;15.0;15.0;47.0;87.0;65.25;2.0;289.0;115.5;3.0;8.0;5.5;;;
2019-02-23;0.0;938.0;942.0;940.75;2704.0;27.0;27.0;27.0;;;;44.0;87.0;65.08333333333333;11.0;355.0;164.41666666666666;2.0;7.0;4.6;2.0;3.0;2.6666666666666665
2019-02-24;0.0;935.0;937.0;936.25;56.0;21.0;27.0;23.666666666666668;18.0;21.0;19.4;55.0;96.0;76.58333333333333;1.0;360.0;198.91666666666666;5.0;8.0;6.25;3.0;5.0;4.0
2019-02-25;1.0;939.0;941.0;940.3333333333334;288.75;17.0;20.0;18.333333333333332;15.0;17.0;16.4;91.0;97.0;94.66666666666667;5.0;356.0;170.70833333333334;4.0;8.0;5.333333333333333;2.0;5.0;2.6666666666666665
2019-02-26;0.0;942.0;944.0;942.6;873.0;;;;15.0;15.0;15.0;69.0;96.0;86.20833333333333;61.0;298.0;153.16666666666666;3.0;8.0;5.5;1.0;3.0;2.0
2019-02-27;0.0;944.0;945.0;944.5;533.0;14.0;19.0;16.5;14.0;15.0;14.5;62.0;97.0;84.83333333333333;31.0;282.0;162.125;3.0;5.0;3.6666666666666665;3.0;3.0;3.0
2019-02-28;0.0;945.0;945.0;945.0;65.0;15.0;15.0;15.0;11.0;15.0;13.0;48.0;97.0;78.04166666666667;62.0;322.0;193.58333333333334;4.0;6.0;4.8;;;
2019-03-01;0.0;945.0;945.0;945.0;2186.0;16.0;26.0;21.0;14.0;14.0;14.0;44.0;90.0;68.33333333333333;5.0;300.0;135.08333333333334;5.0;6.0;5.25;1.0;2.0;1.3333333333333333
2019-03-02;0.0;;;;;;;;13.0;17.0;15.0;43.0;90.0;66.04166666666667;6.0;340.0;163.08333333333334;6.0;6.0;6.0;2.0;3.0;2.6666666666666665
2019-03-03;0.0;;;;3371.0;17.0;20.0;19.25;;;;38.0;94.0;64.25;6.0;309.0;136.5;3.0;7.0;4.666666666666667;1.0;3.0;2.0
2019-03-04;0.0;944.0;944.0;944.0;2623.6666666666665;21.0;26.0;23.5;;;;44.0;84.0;68.04166666666667;4.0;307.0;71.0;8.0;10.0;9.0;1.0;6.0;3.8333333333333335
2019-03-05;1.0;944.0;944.0;944.0;15.0;20.0;26.0;22.333333333333332;18.0;19.0;18.333333333333332;58.0;93.0;75.66666666666667;20.0;360.0;122.45833333333333;5.0;13.0;9.2;2.0;4.0;3.0
2019-03-06;0.0;942.0;945.0;943.5;2702.0;20.0;22.0;21.0;17.0;21.0;19.4;63.0;91.0;79.875;10.0;335.0;113.25;2.0;8.0;5.75;1.0;4.0;2.3333333333333335
2019-03-07;0.0;940.0;944.0;942.3333333333334;471.0;22.0;22.0;22.0;18.0;20.0;18.666666666666668;61.0;88.0;79.75;3.0;334.0;95.04166666666667;8.0;8.0;8.0;3.0;3.0;3.0
2019-03-08;2.0;940.0;940.0;940.0;1444.75;20.0;24.0;22.5;20.0;20.0;20.0;76.0;94.0;87.83333333333333;13.0;357.0;182.20833333333334;7.0;7.0;7.0;2.0;3.0;2.5
2019-03-09;13.0;946.0;946.0;946.0;;17.0;19.0;18.0;17.0;18.0;17.5;90.0;96.0;93.08333333333333;96.0;311.0;164.45833333333334;7.0;7.0;7.0;3.0;3.0;3.0
2019-03-10;0.0;948.0;948.0;948.0;93.0;;;;14.0;14.0;14.0;75.0;93.0;84.29166666666667;115.0;158.0;139.125;6.0;6.0;6.0;3.0;5.0;4.0
2019-03-11;2.0;945.0;948.0;946.0;1049.6666666666667;18.0;18.0;18.0;;;;69.0;88.0;82.125;62.0;125.0;95.41666666666667;6.0;8.0;7.0;2.0;2.0;2.0
2019-03-12;0.0;944.0;944.0;944.0;207.0;17.0;18.0;17.5;16.0;17.0;16.5;75.0;91.0;84.25;7.0;360.0;140.08333333333334;4.0;7.0;5.5;1.0;2.0;1.5
2019-03-13;0.0;939.0;942.0;940.3333333333334;326.0;18.0;18.0;18.0;16.0;17.0;16.5;77.0;94.0;88.08333333333333;4.0;300.0;110.33333333333333;7.0;7.0;7.0;1.0;4.0;2.4
2019-03-14;0.0;941.0;943.0;941.8;147.0;18.0;25.0;21.25;16.0;17.0;16.333333333333332;57.0;96.0;79.95833333333333;25.0;354.0;242.75;;;;2.0;2.0;2.0
2019-03-15;0.0;944.0;946.0;944.75;3043.0;16.0;23.0;19.5;14.0;18.0;15.5;48.0;97.0;78.54166666666667;31.0;318.0;145.58333333333334;2.0;4.0;3.0;3.0;3.0;3.0
2019-03-16;0.0;943.0;945.0;944.0;34.0;25.0;25.0;25.0;16.0;17.0;16.5;64.0;88.0;78.16666666666667;12.0;295.0;81.41666666666667;5.0;8.0;7.0;3.0;3.0;3.0
2019-03-17;5.0;;;;;21.0;22.0;21.333333333333332;17.0;19.0;18.0;77.0;94.0;85.33333333333333;5.0;78.0;47.5;8.0;8.0;8.0;3.0;3.0;3.0
2019-03-18;3.0;938.0;939.0;938.6666666666666;260.5;20.0;20.0;20.0;19.0;20.0;19.25;88.0;95.0;92.79166666666667;3.0;348.0;204.25;3.0;6.0;4.75;3.0;4.0;3.6666666666666665
2019-03-19;0.0;940.0;940.0;940.0;270.0;18.0;19.0;18.333333333333332;17.0;18.0;17.5;65.0;97.0;86.5;1.0;360.0;251.95833333333334;2.0;3.0;2.6666666666666665;1.0;2.0;1.5
2019-03-20;0.0;942.0;945.0;943.25;557.0;17.0;17.0;17.0;13.0;14.0;13.75;66.0;89.0;82.75;118.0;189.0;153.45833333333334;5.0;9.0;7.0;2.0;4.0;2.6
2019-03-21;0.0;;;;21.0;14.0;19.0;15.666666666666666;9.0;10.0;9.5;49.0;91.0;75.0;133.0;195.0;155.45833333333334;9.0;9.0;9.0;2.0;2.0;2.0
2019-03-22;0.0;945.0;945.0;945.0;846.0;13.0;13.0;13.0;10.0;14.0;12.0;61.0;87.0;76.75;3.0;260.0;92.79166666666667;5.0;7.0;6.0;3.0;3.0;3.0
2019-03-23;0.0;945.0;946.0;945.5;;14.0;15.0;14.25;15.0;16.0;15.333333333333334;44.0;95.0;79.08333333333333;12.0;350.0;147.625;5.0;5.0;5.0;2.0;3.0;2.5
2019-03-24;0.0;943.0;944.0;943.5;1483.5;16.0;26.0;20.0;13.0;15.0;14.0;50.0;91.0;74.33333333333333;39.0;333.0;153.58333333333334;6.0;6.0;6.0;3.0;4.0;3.5
2019-03-25;0.0;943.0;944.0;943.3333333333334;1451.0;16.0;16.0;16.0;12.0;14.0;12.8;42.0;95.0;71.95833333333333;180.0;348.0;248.58333333333334;4.0;7.0;5.333333333333333;1.0;3.0;2.0
2019-03-26;0.0;946.0;948.0;947.25;1686.0;12.0;14.0;13.0;;;;49.0;93.0;69.5;64.0;206.0;148.875;3.0;7.0;5.0;1.0;3.0;2.2
2019-03-27;0.0;951.0;951.0;951.0;2393.0;;;;12.0;13.0;12.75;58.0;95.0;79.45833333333333;89.0;188.0;146.41666666666666;10.0;10.0;10.0;;;
2019-03-28;0.0;951.0;953.0;952.0;;16.0;16.0;16.0;14.0;16.0;15.5;61.0;90.0;78.125;76.0;165.0;110.0;6.0;9.0;8.0;2.0;2.0;2.0
2019-03-29;0.0;951.0;951.0;951.0;2680.0;18.0;18.0;18.0;14.0;14.0;14.0;46.0;85.0;70.54166666666667;10.0;360.0;120.875;6.0;10.0;8.0;5.0;5.0;5.0
2019-03-30;0.0;949.0;949.0;949.0;1176.0;24.0;24.0;24.0;;;;51.0;86.0;72.20833333333333;11.0;310.0;116.79166666666667;3.0;8.0;6.0;3.0;3.0;3.0
2019-03-31;0.0;944.0;946.0;944.6666666666666;;20.0;23.0;21.0;17.0;18.0;17.5;63.0;87.0;78.20833333333333;24.0;154.0;79.66666666666667;3.0;6.0;4.25;1.0;2.0;1.25
2019-04-01;0.0;945.0;945.0;945.0;;;;;16.0;19.0;17.333333333333332;48.0;95.0;80.08333333333333;20.0;329.0;114.29166666666667;3.0;5.0;3.75;2.0;3.0;2.5
2019-04-02;0.0;942.0;942.0;942.0;1969.0;18.0;28.0;21.666666666666668;18.0;18.0;18.0;54.0;90.0;74.375;2.0;321.0;134.79166666666666;6.0;8.0;6.666666666666667;2.0;3.0;2.5
2019-04-03;0.0;942.0;943.0;942.6;;21.0;25.0;23.0;18.0;19.0;18.5;58.0;90.0;76.54166666666667;16.0;355.0;254.83333333333334;;;;1.0;2.0;1.5
2019-04-04;0.0;934.0;935.0;934.5;;20.0;23.0;21.5;19.0;20.0;19.5;57.0;92.0;77.16666666666667;1.0;358.0;132.625;5.0;5.0;5.0;2.0;3.0;2.5
2019-04-05;9.0;934.0;941.0;937.3333333333334;0.0;16.0;25.0;20.0;20.0;20.0;20.0;74.0;97.0;92.41666666666667;12.0;359.0;224.58333333333334;6.0;8.0;7.0;3.0;4.0;3.5
2019-04-06;1.0;945.0;945.0;945.0;285.5;16.0;18.0;17.25;;;;83.0;96.0;91.83333333333333;82.0;250.0;138.83333333333334;4.0;7.0;5.5;1.0;2.0;1.5
2019-04-07;0.0;945.0;946.0;945.3333333333334;;17.0;17.0;17.0;16.0;16.0;16.0;83.0;96.0;91.41666666666667;113.0;236.0;145.54166666666666;8.0;8.0;8.0;1.0;3.0;2.3333333333333335
2019-04-08;0.0;947.0;948.0;947.5;;16.0;17.0;16.5;14.0;15.0;14.5;70.0;95.0;84.125;112.0;183.0;153.45833333333334;6.0;6.0;6.0;1.0;2.0;1.5
2019-04-09;0.0;946.0;947.0;946.75;571.0;12.0;23.0;17.666666666666668;12.0;14.0;12.666666666666666;46.0;92.0;75.29166666666667;42.0;152.0;87.79166666666667;6.0;6.0;6.0;2.0;2.0;2.0
2019-04-10;0.0;946.0;948.0;947.0;2099.0;15.0;24.0;19.5;11.0;14.0;12.2;49.0;83.0;69.95833333333333;18.0;360.0;94.625;9.0;10.0;9.5;1.0;4.0;2.3333333333333335
2019-04-11;0.0;945.0;946.0;945.5;1165.0;16.0;16.0;16.0;14.0;16.0;15.333333333333334;50.0;88.0;71.70833333333333;28.0;345.0;145.70833333333334;5.0;9.0;7.0;2.0;4.0;3.0
2019-04-12;0.0;944.0;944.0;944.0;1721.5;19.0;21.0;20.0;16.0;17.0;16.6;60.0;93.0;81.58333333333333;1.0;359.0;174.54166666666666;2.0;6.0;3.6666666666666665;1.0;2.0;1.3333333333333333
2019-04-13;0.0;944.0;944.0;944.0;821.0;17.0;26.0;21.5;14.0;17.0;15.666666666666666;51.0;96.0;80.5;4.0;313.0;82.875;4.0;6.0;5.25;1.0;8.0;3.5
2019-04-14;0.0;943.0;945.0;943.6;1664.3333333333333;26.0;26.0;26.0;16.0;18.0;17.5;54.0;85.0;74.33333333333333;5.0;351.0;121.04166666666667;5.0;8.0;6.25;1.0;2.0;1.5
2019-04-15;0.0;946.0;948.0;947.0;1781.0;19.0;24.0;21.333333333333332;17.0;19.0;18.0;70.0;88.0;80.0;46.0;178.0;104.16666666666667;3.0;9.0;6.0;4.0;4.0;4.0
2019-04-16;25.0;945.0;945.0;945.0;884.5;17.0;17.0;17.0;17.0;17.0;17.0;80.0;97.0;91.41666666666667;15.0;331.0;136.66666666666666;3.0;9.0;5.833333333333333;2.0;3.0;2.5
2019-04-17;0.0;944.0;945.0;944.3333333333334;;14.0;17.0;15.666666666666666;13.0;13.0;13.0;67.0;95.0;83.79166666666667;114.0;283.0;170.08333333333334;5.0;6.0;5.333333333333333;2.0;2.0;2.0
2019-04-18;0.0;;;;;14.0;21.0;17.0;14.0;14.0;14.0;58.0;97.0;83.91666666666667;14.0;355.0;161.5;2.0;4.0;3.3333333333333335;2.0;2.0;2.0
2019-04-19;0.0;942.0;944.0;943.0;1089.0;20.0;21.0;20.5;;;;61.0;98.0;82.79166666666667;2.0;358.0;162.375;2.0;7.0;5.0;1.0;2.0;1.6666666666666667
2019-04-20;0.0;941.0;943.0;942.0;;19.0;19.0;19.0;16.0;16.0;16.0;79.0;94.0;87.79166666666667;13.0;350.0;156.5;3.0;6.0;4.6;1.0;1.0;1.0
2019-04-21;0.0;942.0;943.0;942.5;;17.0;17.0;17.0;16.0;17.0;16.5;74.0;97.0;93.0;13.0;348.0;135.41666666666666;3.0;3.0;3.0;1.0;3.0;2.1666666666666665
2019-04-22;0.0;943.0;945.0;944.3333333333334;67.0;16.0;16.0;16.0;14.0;14.0;14.0;84.0;96.0;91.875;105.0;150.0;135.91666666666666;5.0;5.0;5.0;2.0;3.0;2.5
2019-04-23;0.0;948.0;948.0;948.0;304.0;15.0;15.0;15.0;14.0;16.0;15.0;67.0;95.0;83.79166666666667;38.0;152.0;96.33333333333333;5.0;7.0;6.0;2.0;2.0;2.0
2019-04-24;0.0;948.0;950.0;948.5;1290.5;18.0;20.0;19.0;15.0;17.0;16.0;59.0;91.0;81.125;2.0;332.0;104.41666666666667;5.0;9.0;6.2;4.0;4.0;4.0
2019-04-25;0.0;948.0;950.0;948.6666666666666;436.5;20.0;20.0;20.0;17.0;17.0;17.0;75.0;93.0;88.25;76.0;216.0;116.0;6.0;8.0;7.0;1.0;3.0;2.0
2019-04-26;0.0;946.0;946.0;946.0;1935.0;19.0;20.0;19.666666666666668;18.0;20.0;19.5;75.0;92.0;84.95833333333333;2.0;336.0;97.125;4.0;7.0;5.333333333333333;2.0;3.0;2.25
2019-04-27;0.0;944.0;944.0;944.0;174.5;18.0;18.0;18.0;17.0;19.0;17.333333333333332;83.0;97.0;92.83333333333333;11.0;342.0;137.45833333333334;5.0;5.0;5.0;;;
2019-04-28;0.0;938.0;941.0;939.5;877.0;16.0;18.0;17.0;14.0;17.0;16.0;89.0;97.0;94.75;41.0;324.0;236.91666666666666;4.0;7.0;5.75;2.0;2.0;2.0
2019-04-29;0.0;942.0;944.0;943.2;2130.3333333333335;13.0;21.0;17.0;;;;64.0;98.0;86.5;10.0;343.0;147.08333333333334;;;;2.0;2.0;2.0
2019-04-30;0.0;943.0;944.0;943.6666666666666;;;;;11.0;11.0;11.0;51.0;98.0;84.08333333333333;21.0;305.0;97.70833333333333;5.0;8.0;6.666666666666667;;;
2019-05-01;0.0;;;;;;;;;;;86.0;89.0;87.6;90.0;214.0;143.2;;;;;;
2019-05-02;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-03;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-04;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-05;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-06;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-07;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-08;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-09;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-10;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-11;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-12;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-13;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-14;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-15;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-16;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-17;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-18;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-19;0.0;;;;;;;;;;;;;;;;;;;;;;
2019-05-20;0.0;943.0;943.0;943.0;;;;;;;;58.0;90.0;70.28571428571429;21.0;357.0;123.33333333333333;;;;;;
2019-05-21;4.0;943.0;945.0;943.6666666666666;133.66666666666666;17.0;18.0;17.5;14.0;16.0;15.0;81.0;96.0;89.75;9.0;358.0;167.70833333333334;4.0;6.0;5.0;3.0;3.0;3.0
2019-05-22;0.0;942.0;944.0;943.25;388.5;16.0;18.0;17.25;15.0;16.0;15.2;85.0;96.0;92.04166666666667;2.0;198.0;89.29166666666667;2.0;4.0;3.0;1.0;2.0;1.8
2019-05-23;2.0;943.0;945.0;944.0;;15.0;16.0;15.6;14.0;14.0;14.0;91.0;97.0;94.95833333333333;103.0;291.0;191.54166666666666;3.0;4.0;3.5;;;
2019-05-24;0.0;941.0;943.0;942.0;49.0;14.0;14.0;14.0;;;;89.0;97.0;93.45833333333333;107.0;301.0;145.91666666666666;5.0;11.0;7.875;1.0;3.0;2.5
2019-05-25;0.0;946.0;947.0;946.5;66.0;11.0;15.0;12.8;11.0;11.0;11.0;72.0;97.0;91.04166666666667;70.0;304.0;226.45833333333334;4.0;6.0;5.0;2.0;3.0;2.5
2019-05-26;0.0;943.0;945.0;944.0;2301.0;10.0;19.0;14.5;9.0;13.0;11.2;65.0;98.0;85.375;4.0;329.0;58.708333333333336;2.0;8.0;5.25;2.0;4.0;3.0
2019-05-27;8.0;941.0;944.0;942.5;375.75;15.0;15.0;15.0;15.0;15.0;15.0;79.0;97.0;85.625;27.0;359.0;89.29166666666667;4.0;6.0;5.0;2.0;2.0;2.0
2019-05-28;3.0;939.0;939.0;939.0;527.5;17.0;18.0;17.5;16.0;17.0;16.333333333333332;92.0;97.0;94.41666666666667;5.0;359.0;204.125;3.0;6.0;4.5;1.0;5.0;3.0
2019-05-29;0.0;947.0;947.0;947.0;55.0;13.0;16.0;14.666666666666666;12.0;12.0;12.0;76.0;97.0;90.29166666666667;28.0;198.0;115.625;4.0;4.0;4.0;1.0;2.0;1.5714285714285714
2019-05-30;7.0;939.0;939.0;939.0;;13.0;14.0;13.666666666666666;;;;91.0;96.0;93.45833333333333;72.0;263.0;120.20833333333333;;;;2.0;4.0;3.0
2019-05-31;0.0;940.0;942.0;940.8;308.25;13.0;14.0;13.25;13.0;13.0;13.0;88.0;97.0;93.45833333333333;90.0;161.0;120.29166666666667;5.0;7.0;6.0;3.0;3.0;3.0
2019-06-01;0.0;;;;1076.0;;;;13.0;13.0;13.0;85.0;97.0;93.5;84.0;154.0;128.20833333333334;4.0;4.0;4.0;2.0;3.0;2.5
2019-06-02;0.0;;;;36.0;;;;13.0;13.0;13.0;81.0;96.0;90.375;76.0;289.0;146.375;4.0;4.0;4.0;2.0;2.0;2.0
2019-06-03;0.0;949.0;951.0;950.0;;14.0;17.0;15.0;;;;72.0;97.0;89.25;109.0;226.0;163.79166666666666;;;;1.0;2.0;1.5
2019-06-04;0.0;952.0;952.0;952.0;60.0;12.0;16.0;14.0;7.0;10.0;9.166666666666666;54.0;98.0;85.08333333333333;7.0;304.0;103.875;2.0;5.0;3.4;1.0;2.0;1.5
2019-06-05;0.0;953.0;953.0;953.0;1706.0;10.0;16.0;13.0;7.0;10.0;8.6;56.0;88.0;75.0;21.0;360.0;106.75;8.0;8.0;8.0;2.0;4.0;3.2857142857142856
2019-06-06;0.0;948.0;949.0;948.5;1790.0;13.0;14.0;13.5;12.0;12.0;12.0;60.0;89.0;74.20833333333333;1.0;51.0;26.458333333333332;5.0;9.0;6.666666666666667;5.0;5.0;5.0
2019-06-07;0.0;946.0;946.0;946.0;794.3333333333334;19.0;20.0;19.5;11.0;11.0;11.0;55.0;87.0;73.45833333333333;8.0;354.0;137.95833333333334;2.0;11.0;7.333333333333333;3.0;3.0;3.0
2019-06-08;0.0;946.0;948.0;947.0;176.0;13.0;15.0;14.5;;;;76.0;96.0;86.29166666666667;6.0;236.0;87.16666666666667;2.0;2.0;2.0;1.0;2.0;1.5
2019-06-09;0.0;949.0;951.0;949.5;;13.0;18.0;15.0;13.0;14.0;13.5;74.0;98.0;86.95833333333333;4.0;360.0;82.875;7.0;7.0;7.0;;;
2019-06-10;0.0;947.0;948.0;947.3333333333334;;15.0;20.0;17.0;11.0;12.0;11.75;54.0;84.0;70.875;10.0;62.0;40.083333333333336;8.0;8.0;8.0;4.0;4.0;4.0
2019-06-11;0.0;948.0;949.0;948.5;1164.0;;;;12.0;14.0;13.333333333333334;62.0;89.0;77.79166666666667;10.0;356.0;87.54166666666667;4.0;7.0;5.333333333333333;2.0;2.0;2.0
2019-06-12;0.0;945.0;947.0;946.0;1949.0;15.0;18.0;16.5;12.0;12.0;12.0;68.0;84.0;76.58333333333333;2.0;66.0;39.333333333333336;5.0;5.0;5.0;5.0;5.0;5.0
2019-06-13;0.0;945.0;945.0;945.0;;18.0;20.0;19.0;15.0;15.0;15.0;62.0;89.0;75.875;17.0;69.0;41.5;6.0;6.0;6.0;4.0;4.0;4.0
2019-06-14;0.0;947.0;947.0;947.0;313.0;18.0;24.0;20.25;14.0;17.0;15.5;61.0;81.0;71.375;4.0;356.0;93.375;9.0;9.0;9.0;;;
2019-06-15;0.0;947.0;948.0;947.5;;21.0;22.0;21.5;15.0;16.0;15.5;57.0;82.0;70.95833333333333;5.0;66.0;33.833333333333336;7.0;7.0;7.0;2.0;4.0;3.0
2019-06-16;0.0;949.0;952.0;950.5;920.5;18.0;26.0;21.666666666666668;15.0;15.0;15.0;50.0;86.0;73.25;35.0;319.0;113.375;5.0;6.0;5.5;2.0;4.0;3.0
2019-06-17;0.0;;;;;20.0;20.0;20.0;13.0;16.0;14.333333333333334;54.0;85.0;69.29166666666667;32.0;129.0;71.25;6.0;7.0;6.333333333333333;;;
2019-06-18;0.0;945.0;945.0;945.0;1092.0;15.0;15.0;15.0;12.0;14.0;12.5;69.0;84.0;75.79166666666667;2.0;75.0;28.25;;;;3.0;3.0;3.0
2019-06-19;0.0;945.0;948.0;946.6666666666666;27.0;13.0;13.0;13.0;7.0;13.0;11.0;62.0;94.0;75.66666666666667;4.0;357.0;184.20833333333334;6.0;6.0;6.0;;;
2019-06-20;0.0;;;;1338.3333333333333;9.0;16.0;12.5;5.0;9.0;7.0;58.0;98.0;79.54166666666667;38.0;349.0;188.79166666666666;3.0;4.0;3.6666666666666665;;;
2019-06-21;0.0;951.0;953.0;952.0;961.5;9.0;20.0;15.4;7.0;14.0;10.0;65.0;87.0;77.125;22.0;90.0;59.958333333333336;3.0;8.0;5.5;2.0;4.0;3.0
2019-06-22;0.0;;;;928.0;12.0;15.0;13.5;11.0;16.0;12.4;72.0;98.0;86.95833333333333;5.0;351.0;63.791666666666664;3.0;6.0;4.0;2.0;2.0;2.0
2019-06-23;0.0;945.0;946.0;945.5;813.5;22.0;22.0;22.0;13.0;15.0;14.0;56.0;91.0;75.91666666666667;15.0;356.0;155.95833333333334;;;;2.0;3.0;2.5
2019-06-24;0.0;939.0;945.0;942.0;1786.5;18.0;20.0;19.0;12.0;12.0;12.0;58.0;88.0;72.375;7.0;359.0;135.83333333333334;6.0;7.0;6.25;3.0;4.0;3.2
2019-06-25;0.0;935.0;937.0;936.0;65.0;16.0;20.0;18.0;12.0;12.0;12.0;49.0;97.0;68.0;1.0;336.0;149.45833333333334;7.0;16.0;12.25;4.0;7.0;5.4
2019-06-26;0.0;941.0;945.0;943.8;1328.0;5.0;9.0;7.0;1.0;8.0;2.8;58.0;97.0;80.375;101.0;304.0;207.75;2.0;11.0;5.333333333333333;1.0;1.0;1.0
2019-06-27;0.0;944.0;946.0;945.0;0.0;20.0;20.0;20.0;1.0;13.0;6.8;64.0;97.0;82.0;4.0;357.0;67.75;5.0;7.0;6.0;1.0;4.0;2.3333333333333335
2019-06-28;4.0;943.0;945.0;944.0;2.0;;;;16.0;16.0;16.0;71.0;95.0;84.33333333333333;27.0;57.0;43.583333333333336;9.0;11.0;10.166666666666666;4.0;6.0;5.0
2019-06-29;0.0;940.0;940.0;940.0;;20.0;23.0;21.5;15.0;16.0;15.333333333333334;50.0;78.0;68.20833333333333;8.0;360.0;131.70833333333334;11.0;12.0;11.5;5.0;6.0;5.333333333333333
2019-06-30;0.0;942.0;942.0;942.0;32.666666666666664;21.0;21.0;21.0;14.0;14.0;14.0;61.0;96.0;77.33333333333333;3.0;360.0;189.0625;8.0;8.0;8.0;3.0;6.0;4.666666666666667
2019-07-01;2.0;947.0;947.0;947.0;477.0;10.0;10.0;10.0;7.0;10.0;8.2;87.0;96.0;93.0;93.0;216.0;169.0;2.0;2.0;2.0;;;
2019-07-02;0.0;936.0;939.0;938.0;506.75;10.0;11.0;10.5;6.0;6.0;6.0;79.0;98.0;93.58333333333333;4.0;351.0;84.75;3.0;7.0;4.0;1.0;1.0;1.0
2019-07-03;0.0;936.0;941.0;938.2;515.0;;;;-2.0;7.0;4.0;56.0;97.0;79.20833333333333;6.0;345.0;211.16666666666666;3.0;8.0;5.5;1.0;1.0;1.0
2019-07-04;0.0;942.0;945.0;943.6666666666666;2044.5;1.0;5.0;3.5;;;;42.0;99.0;71.45833333333333;20.0;307.0;190.5;;;;1.0;3.0;1.6666666666666667
2019-07-05;0.0;947.0;949.0;948.0;;4.0;5.0;4.5;-3.0;-1.0;-2.0;41.0;90.0;67.5;218.0;288.0;247.5;3.0;12.0;8.4;1.0;5.0;3.0
2019-07-06;0.0;;;;;4.0;4.0;4.0;;;;53.0;88.0;71.66666666666667;154.0;305.0;240.54166666666666;4.0;8.0;6.0;2.0;4.0;3.0
