;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
;sum;min;max;mean;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean
DATA (YYYY-MM-DD);;;;;;;;;;;;;;;;;;;;;;;
2012-07-26;0.0;944.0;944.0;944.0;1150.6666666666667;9.0;9.0;9.0;12.0;12.0;12.0;34.0;98.0;83.0;32.0;295.0;151.58333333333334;0.0;0.0;0.0;0.0;2.0;0.3
2012-07-27;0.0;947.0;947.0;947.0;783.0;;;;;;;47.0;93.0;69.20833333333333;53.0;296.0;130.41666666666666;4.0;5.0;4.5;0.0;1.0;0.5
2012-07-28;0.0;942.0;947.0;943.8;1441.0;9.0;21.0;14.25;;;;63.0;96.0;80.875;6.0;355.0;65.16666666666667;5.0;6.0;5.25;0.0;3.0;2.25
2012-07-29;0.0;940.0;949.0;944.6666666666666;120.0;;;;12.0;12.0;12.0;78.0;97.0;88.54166666666667;6.0;337.0;168.75;5.0;6.0;5.5;2.0;2.0;2.0
2012-07-30;0.0;;;;501.0;12.0;12.0;12.0;5.0;7.0;6.333333333333333;73.0;91.0;81.70833333333333;87.0;166.0;120.45833333333333;;;;3.0;3.0;3.0
2012-07-31;0.0;952.0;954.0;953.0;;13.0;13.0;13.0;8.0;13.0;9.4;73.0;95.0;80.58333333333333;37.0;90.0;62.041666666666664;7.0;11.0;9.142857142857142;4.0;6.0;5.0
2012-08-01;0.0;948.0;951.0;949.5;0.0;21.0;22.0;21.5;14.0;15.0;14.666666666666666;63.0;93.0;77.58333333333333;1.0;359.0;84.25;8.0;12.0;10.6;2.0;5.0;3.8
2012-08-02;0.0;;;;1852.6666666666667;15.0;15.0;15.0;;;;49.0;88.0;71.70833333333333;4.0;334.0;103.58333333333333;8.0;10.0;8.666666666666666;2.0;3.0;2.3333333333333335
2012-08-03;0.0;944.0;945.0;944.5;1379.5;16.0;18.0;17.0;12.0;13.0;12.333333333333334;44.0;80.0;63.458333333333336;4.0;360.0;130.04166666666666;8.0;9.0;8.5;6.0;6.0;6.0
2012-08-04;0.0;946.0;947.0;946.25;;20.0;20.0;20.0;13.0;14.0;13.5;56.0;80.0;67.16666666666667;10.0;324.0;120.83333333333333;2.0;6.0;4.6;1.0;3.0;2.0
2012-08-05;0.0;948.0;949.0;948.5;318.0;14.0;17.0;15.666666666666666;;;;78.0;97.0;90.75;85.0;197.0;130.95833333333334;6.0;6.0;6.0;1.0;3.0;2.0
2012-08-06;0.0;946.0;946.0;946.0;;15.0;21.0;18.666666666666668;6.0;8.0;7.0;29.0;95.0;67.70833333333333;22.0;139.0;85.20833333333333;5.0;5.0;5.0;;;
2012-08-07;0.0;946.0;948.0;947.0;522.0;12.0;21.0;14.5;9.0;9.0;9.0;35.0;83.0;62.583333333333336;17.0;356.0;76.70833333333333;6.0;10.0;7.571428571428571;4.0;5.0;4.5
2012-08-08;0.0;946.0;946.0;946.0;1873.0;12.0;17.0;14.75;8.0;8.0;8.0;49.0;75.0;62.541666666666664;16.0;55.0;41.0;5.0;12.0;8.0;3.0;4.0;3.5
2012-08-09;0.0;945.0;945.0;945.0;;16.0;20.0;18.833333333333332;13.0;16.0;14.25;62.0;81.0;70.33333333333333;3.0;357.0;143.08333333333334;4.0;7.0;5.5;4.0;4.0;4.0
2012-08-10;0.0;947.0;948.0;947.5;1404.0;16.0;16.0;16.0;15.0;15.0;15.0;48.0;93.0;76.16666666666667;26.0;341.0;146.08333333333334;4.0;4.0;4.0;0.0;2.0;1.0
2012-08-11;0.0;944.0;944.0;944.0;2274.0;20.0;20.0;20.0;13.0;14.0;13.5;42.0;81.0;61.041666666666664;6.0;337.0;61.041666666666664;;;;3.0;4.0;3.5
2012-08-12;0.0;946.0;946.0;946.0;946.0;17.0;26.0;20.6;11.0;12.0;11.5;40.0;69.0;54.666666666666664;3.0;336.0;83.79166666666667;5.0;9.0;7.5;6.0;6.0;6.0
2012-08-13;0.0;954.0;956.0;955.0;136.0;13.0;13.0;13.0;10.0;13.0;11.666666666666666;47.0;93.0;83.0;12.0;284.0;114.375;4.0;4.0;4.0;2.0;4.0;3.0
2012-08-14;0.0;951.0;951.0;951.0;;21.0;22.0;21.5;12.0;13.0;12.5;41.0;94.0;71.83333333333333;12.0;359.0;64.41666666666667;6.0;10.0;8.0;;;
2012-08-15;0.0;948.0;948.0;948.0;;17.0;23.0;19.666666666666668;;;;48.0;81.0;63.958333333333336;1.0;52.0;34.0;8.0;12.0;10.0;4.0;6.0;5.0
2012-08-16;0.0;948.0;949.0;948.3333333333334;;18.0;22.0;20.0;;;;49.0;79.0;67.95833333333333;3.0;335.0;83.95833333333333;2.0;10.0;6.0;0.0;2.0;1.0
2012-08-17;0.0;949.0;950.0;949.3333333333334;1333.3333333333333;17.0;21.0;18.333333333333332;14.0;14.0;14.0;47.0;82.0;66.08333333333333;12.0;70.0;39.708333333333336;9.0;9.0;9.0;6.0;6.0;6.0
2012-08-18;0.0;947.0;951.0;948.6666666666666;;16.0;25.0;18.75;12.0;13.0;12.666666666666666;44.0;73.0;61.208333333333336;8.0;352.0;41.083333333333336;14.0;14.0;14.0;3.0;7.0;5.0
2012-08-19;0.0;950.0;953.0;951.25;;21.0;23.0;22.0;13.0;14.0;13.333333333333334;49.0;80.0;66.625;19.0;359.0;68.0;12.0;12.0;12.0;0.0;5.0;2.5
2012-08-20;0.0;948.0;951.0;949.75;1564.0;16.0;23.0;19.333333333333332;13.0;13.0;13.0;41.0;82.0;63.5;7.0;360.0;103.04166666666667;6.0;8.0;7.0;3.0;6.0;4.0
2012-08-21;0.0;947.0;947.0;947.0;1186.0;;;;13.0;15.0;14.0;47.0;90.0;66.41666666666667;3.0;333.0;152.83333333333334;3.0;8.0;5.5;4.0;4.0;4.0
2012-08-22;0.0;949.0;949.0;949.0;2655.0;21.0;28.0;24.5;14.0;14.0;14.0;32.0;83.0;60.791666666666664;20.0;359.0;92.29166666666667;9.0;9.0;9.0;2.0;2.0;2.0
2012-08-23;0.0;947.0;950.0;949.0;1132.3333333333333;21.0;24.0;22.5;7.0;11.0;8.4;29.0;57.0;44.125;7.0;54.0;35.125;7.0;9.0;8.0;4.0;7.0;5.333333333333333
2012-08-24;0.0;947.0;950.0;948.8;2606.6666666666665;18.0;23.0;20.5;9.0;10.0;9.666666666666666;32.0;78.0;54.541666666666664;4.0;332.0;54.875;8.0;11.0;9.666666666666666;5.0;5.0;5.0
2012-08-25;2.0;947.0;953.0;951.0;326.0;8.0;23.0;17.5;13.0;13.0;13.0;40.0;97.0;82.75;21.0;227.0;139.95833333333334;6.0;11.0;8.5;3.0;4.0;3.25
2012-08-26;1.0;953.0;954.0;953.6666666666666;0.0;7.0;7.0;7.0;5.0;5.0;5.0;91.0;97.0;94.875;108.0;225.0;152.375;0.0;10.0;4.857142857142857;0.0;4.0;1.5
2012-08-27;0.0;954.0;955.0;954.6666666666666;1.0;10.0;10.0;10.0;6.0;9.0;6.625;90.0;98.0;96.75;167.0;234.0;205.08333333333334;3.0;6.0;4.5;1.0;3.0;2.0
2012-08-28;0.0;953.0;953.0;953.0;399.0;11.0;13.0;12.0;10.0;10.0;10.0;83.0;97.0;92.29166666666667;142.0;177.0;159.45833333333334;0.0;6.0;2.75;0.0;3.0;0.8
2012-08-29;0.0;950.0;952.0;951.0;700.6666666666666;12.0;13.0;12.333333333333334;9.0;10.0;9.5;72.0;96.0;88.95454545454545;89.0;182.0;136.5;3.0;5.0;4.5;2.0;4.0;3.0
2012-08-30;0.0;948.0;948.0;948.0;1893.0;19.0;19.0;19.0;10.0;10.0;10.0;50.0;93.0;74.75;5.0;360.0;91.95833333333333;6.0;7.0;6.5;0.0;6.0;3.5
2012-08-31;0.0;946.0;949.0;947.4;1696.25;15.0;17.0;16.0;10.0;14.0;12.0;51.0;86.0;69.08333333333333;22.0;349.0;135.625;12.0;12.0;12.0;0.0;6.0;3.0
2012-09-01;0.0;946.0;947.0;946.6666666666666;;19.0;19.0;19.0;13.0;13.0;13.0;54.0;91.0;75.5;18.0;317.0;130.16666666666666;0.0;5.0;2.5;0.0;3.0;1.7142857142857142
2012-09-02;0.0;947.0;948.0;947.3333333333334;1.0;;;;14.0;14.0;14.0;45.0;89.0;70.83333333333333;39.0;305.0;127.70833333333333;4.0;4.0;4.0;1.0;1.0;1.0
2012-09-03;0.0;953.0;954.0;953.25;2032.0;12.0;17.0;14.666666666666666;9.0;14.0;11.5;66.0;91.0;80.375;99.0;183.0;131.375;9.0;9.0;9.0;3.0;3.0;3.0
2012-09-04;0.0;;;;489.0;11.0;12.0;11.5;8.0;8.0;8.0;48.0;81.0;65.95833333333333;10.0;89.0;43.416666666666664;8.0;12.0;10.5;5.0;7.0;5.666666666666667
2012-09-05;0.0;949.0;949.0;949.0;2223.5;13.0;22.0;17.5;9.0;9.0;9.0;40.0;84.0;68.16666666666667;28.0;325.0;97.25;7.0;13.0;9.6;;;
2012-09-06;0.0;944.0;947.0;945.25;;19.0;20.0;19.5;12.0;13.0;12.333333333333334;35.0;85.0;68.0;49.0;142.0;87.33333333333333;5.0;9.0;6.5;0.0;0.0;0.0
2012-09-07;0.0;945.0;945.0;945.0;19.0;20.0;20.0;20.0;11.0;16.0;13.5;29.0;83.0;53.875;5.0;87.0;45.208333333333336;9.0;9.0;9.0;5.0;5.0;5.0
2012-09-08;0.0;942.0;945.0;944.0;;21.0;25.0;23.0;14.0;19.0;15.5;47.0;93.0;66.0;20.0;345.0;160.66666666666666;;;;5.0;6.0;5.5
2012-09-09;4.0;948.0;948.0;948.0;0.5;17.0;17.0;17.0;14.0;14.0;14.0;86.0;97.0;93.04166666666667;91.0;170.0;133.33333333333334;8.0;8.0;8.0;2.0;2.0;2.0
2012-09-10;16.0;946.0;946.0;946.0;;13.0;14.0;13.333333333333334;13.0;13.0;13.0;95.0;97.0;96.29166666666667;31.0;343.0;152.79166666666666;6.0;10.0;7.25;2.0;2.0;2.0
2012-09-11;0.0;944.0;945.0;944.5;0.25;15.0;16.0;15.5;13.0;14.0;13.5;79.0;97.0;91.16666666666667;104.0;203.0;141.16666666666666;0.0;7.0;4.2;0.0;3.0;1.375
2012-09-12;0.0;945.0;945.0;945.0;;15.0;19.0;15.8;13.0;16.0;14.5;73.0;96.0;89.41666666666667;26.0;298.0;166.45833333333334;4.0;6.0;5.333333333333333;1.0;2.0;1.5
2012-09-13;0.0;947.0;948.0;947.2;2045.0;14.0;19.0;16.333333333333332;12.0;14.0;13.0;63.0;93.0;80.04166666666667;91.0;193.0;137.58333333333334;5.0;6.0;5.5;3.0;4.0;3.5
2012-09-14;0.0;;;;1279.5;13.0;25.0;19.0;11.0;12.0;11.5;48.0;87.0;70.16666666666667;3.0;332.0;59.875;;;;3.0;6.0;5.0
2012-09-15;0.0;944.0;945.0;944.6666666666666;475.0;17.0;17.0;17.0;16.0;16.0;16.0;62.0;85.0;74.79166666666667;27.0;242.0;82.66666666666667;;;;4.0;4.0;4.0
2012-09-16;7.0;941.0;944.0;942.0;297.0;17.0;20.0;18.0;16.0;16.0;16.0;61.0;94.0;78.70833333333333;23.0;181.0;80.83333333333333;11.0;13.0;11.666666666666666;;;
2012-09-17;3.0;940.0;941.0;940.6666666666666;0.0;20.0;20.0;20.0;13.0;13.0;13.0;49.0;92.0;75.54166666666667;5.0;341.0;71.625;11.0;12.0;11.333333333333334;2.0;6.0;4.666666666666667
2012-09-18;10.0;933.0;942.0;937.6666666666666;114.0;17.0;18.0;17.666666666666668;15.0;18.0;16.666666666666668;72.0;96.0;87.125;32.0;312.0;84.08333333333333;14.0;16.0;15.0;2.0;4.0;3.0
2012-09-19;5.0;934.0;934.0;934.0;1.0;16.0;19.0;17.5;15.0;15.0;15.0;66.0;97.0;87.79166666666667;2.0;356.0;195.375;6.0;20.0;14.5;5.0;5.0;5.0
2012-09-20;0.0;939.0;942.0;940.0;996.5;7.0;8.0;7.5;5.0;5.0;5.0;49.0;91.0;72.83333333333333;134.0;326.0;278.25;0.0;6.0;2.0;0.0;6.0;1.8
2012-09-21;0.0;;;;1937.5;10.0;12.0;10.75;5.0;7.0;6.0;47.0;84.0;65.83333333333333;68.0;245.0;190.95833333333334;2.0;8.0;6.25;0.0;4.0;1.8
2012-09-22;0.0;949.0;950.0;949.5;2849.0;8.0;14.0;11.0;2.0;4.0;3.3333333333333335;33.0;79.0;54.458333333333336;4.0;354.0;222.25;1.0;11.0;4.0;0.0;2.0;0.875
2012-09-23;0.0;946.0;946.0;946.0;1905.0;9.0;19.0;14.4;6.0;6.0;6.0;37.0;79.0;57.958333333333336;15.0;147.0;83.66666666666667;4.0;5.0;4.5;1.0;4.0;1.75
2012-09-24;0.0;944.0;944.0;944.0;3016.0;;;;;;;47.0;80.0;66.08333333333333;3.0;346.0;146.45833333333334;0.0;3.0;1.5;0.0;5.0;2.4
2012-09-25;0.0;943.0;943.0;943.0;422.0;6.0;10.0;8.25;1.0;8.0;4.5;54.0;95.0;79.79166666666667;109.0;240.0;180.66666666666666;2.0;10.0;6.333333333333333;5.0;5.0;5.0
2012-09-26;0.0;954.0;956.0;955.0;;8.0;10.0;9.0;0.0;1.0;0.5;56.0;95.0;76.375;133.0;242.0;202.83333333333334;;;;1.0;4.0;2.3333333333333335
2012-09-27;0.0;955.0;956.0;955.5;1200.0;8.0;8.0;8.0;6.0;6.0;6.0;41.0;92.0;70.75;51.0;142.0;98.625;8.0;8.0;8.0;0.0;4.0;2.6666666666666665
2012-09-28;0.0;954.0;955.0;954.3333333333334;1767.0;11.0;11.0;11.0;6.0;6.0;6.0;37.0;73.0;57.833333333333336;25.0;83.0;58.375;10.0;19.0;15.5;3.0;5.0;4.0
2012-09-29;0.0;948.0;951.0;950.0;475.6666666666667;15.0;16.0;15.5;9.0;10.0;9.333333333333334;56.0;73.0;66.5;11.0;50.0;31.458333333333332;9.0;10.0;9.5;4.0;7.0;5.666666666666667
2012-09-30;0.0;941.0;947.0;943.75;2826.0;14.0;19.0;16.6;10.0;14.0;12.333333333333334;51.0;81.0;69.41666666666667;2.0;356.0;50.75;7.0;8.0;7.5;3.0;6.0;4.333333333333333
2012-10-01;8.0;938.0;944.0;941.0;;16.0;17.0;16.25;14.0;14.0;14.0;72.0;97.0;86.54166666666667;21.0;275.0;79.5;5.0;13.0;9.25;0.0;4.0;2.4
2012-10-02;0.0;941.0;942.0;941.6666666666666;785.0;14.0;17.0;15.666666666666666;13.0;13.0;13.0;76.0;93.0;85.75;47.0;333.0;132.5;3.0;3.0;3.0;3.0;3.0;3.0
2012-10-03;1.0;946.0;947.0;946.6666666666666;482.5;19.0;19.0;19.0;15.0;16.0;15.5;74.0;97.0;88.66666666666667;2.0;350.0;182.125;3.0;7.0;5.666666666666667;0.0;2.0;1.0
2012-10-04;0.0;946.0;947.0;946.5;1042.0;16.0;21.0;18.75;16.0;16.0;16.0;73.0;96.0;86.375;49.0;355.0;184.5;0.0;3.0;0.625;0.0;3.0;0.38461538461538464
2012-10-05;0.0;942.0;944.0;943.0;2600.5;21.0;26.0;23.5;15.0;16.0;15.333333333333334;50.0;89.0;78.125;12.0;265.0;85.125;7.0;7.0;7.0;3.0;4.0;3.5
2012-10-06;0.0;942.0;942.0;942.0;1868.0;19.0;28.0;22.75;18.0;19.0;18.5;41.0;90.0;72.45833333333333;2.0;360.0;126.0;4.0;10.0;7.0;3.0;6.0;4.666666666666667
2012-10-07;0.0;943.0;945.0;943.6666666666666;0.0;19.0;32.0;22.5;19.0;19.0;19.0;46.0;93.0;73.5;7.0;194.0;76.0;6.0;6.0;6.0;0.0;2.0;1.0
2012-10-08;9.0;945.0;948.0;946.3333333333334;133.0;19.0;24.0;20.75;17.0;18.0;17.666666666666668;61.0;96.0;82.58333333333333;21.0;335.0;97.375;6.0;8.0;7.0;3.0;4.0;3.6666666666666665
2012-10-09;0.0;939.0;941.0;940.0;1172.0;20.0;20.0;20.0;16.0;18.0;17.0;68.0;96.0;85.25;14.0;202.0;94.45833333333333;6.0;8.0;7.25;2.0;3.0;2.5
2012-10-10;4.0;940.0;941.0;940.5;297.0;12.0;19.0;16.666666666666668;;;;92.0;97.0;94.95833333333333;5.0;330.0;171.70833333333334;5.0;13.0;10.333333333333334;0.0;6.0;2.25
2012-10-11;0.0;946.0;949.0;947.6666666666666;885.0;12.0;15.0;14.0;11.0;12.0;11.25;75.0;94.0;86.5;110.0;159.0;136.79166666666666;7.0;7.0;7.0;;;
2012-10-12;0.0;951.0;951.0;951.0;3.0;17.0;17.0;17.0;10.0;11.0;10.5;58.0;95.0;77.70833333333333;86.0;135.0;110.79166666666667;6.0;10.0;7.5;2.0;5.0;3.25
2012-10-13;0.0;;;;;11.0;21.0;14.6;7.0;12.0;9.5;41.0;78.0;64.5;32.0;162.0;85.16666666666667;7.0;8.0;7.5;6.0;6.0;6.0
2012-10-14;0.0;950.0;950.0;950.0;;17.0;17.0;17.0;8.0;11.0;9.2;34.0;84.0;62.875;16.0;97.0;55.083333333333336;7.0;7.0;7.0;2.0;3.0;2.5
2012-10-15;0.0;945.0;945.0;945.0;;15.0;22.0;18.5;;;;41.0;81.0;61.083333333333336;10.0;358.0;49.75;8.0;10.0;9.0;3.0;10.0;6.333333333333333
2012-10-16;0.0;939.0;939.0;939.0;;17.0;25.0;20.4;12.0;14.0;13.0;51.0;79.0;65.625;16.0;350.0;151.54166666666666;15.0;15.0;15.0;3.0;6.0;4.5
2012-10-17;0.0;939.0;940.0;939.25;2702.0;20.0;21.0;20.5;9.0;13.0;11.5;44.0;82.0;61.916666666666664;216.0;327.0;288.2916666666667;8.0;13.0;10.2;3.0;3.0;3.0
2012-10-18;0.0;942.0;944.0;942.6666666666666;280.3333333333333;12.0;16.0;14.0;;;;31.0;89.0;66.625;117.0;270.0;207.95833333333334;4.0;6.0;5.0;2.0;3.0;2.6666666666666665
2012-10-19;0.0;939.0;944.0;942.3333333333334;2738.0;12.0;24.0;18.0;8.0;14.0;11.0;36.0;85.0;63.916666666666664;13.0;325.0;86.625;6.0;8.0;7.0;1.0;3.0;2.0
2012-10-20;0.0;939.0;941.0;940.0;;17.0;18.0;17.5;14.0;18.0;15.333333333333334;49.0;83.0;67.04166666666667;15.0;324.0;112.45833333333333;6.0;7.0;6.666666666666667;3.0;3.0;3.0
2012-10-21;0.0;938.0;939.0;938.25;1007.0;22.0;22.0;22.0;17.0;18.0;17.333333333333332;63.0;94.0;79.20833333333333;2.0;358.0;183.125;4.0;5.0;4.5;2.0;3.0;2.5
2012-10-22;14.0;;;;413.0;19.0;19.0;19.0;15.0;16.0;15.25;74.0;97.0;87.58333333333333;28.0;340.0;77.54166666666667;18.0;18.0;18.0;3.0;6.0;4.5
2012-10-23;0.0;932.0;934.0;933.0;1003.5;16.0;17.0;16.5;7.0;7.0;7.0;30.0;96.0;75.125;12.0;356.0;292.5833333333333;0.0;9.0;6.0;0.0;6.0;2.0
2012-10-24;0.0;940.0;940.0;940.0;219.5;12.0;17.0;14.0;8.0;10.0;9.333333333333334;45.0;93.0;68.5;130.0;331.0;264.7083333333333;4.0;10.0;7.333333333333333;3.0;4.0;3.3333333333333335
2012-10-25;0.0;943.0;944.0;943.5;;23.0;23.0;23.0;12.0;12.0;12.0;43.0;81.0;62.083333333333336;49.0;272.0;121.83333333333333;5.0;9.0;7.0;0.0;2.0;1.0
2012-10-26;1.0;942.0;943.0;942.5;1584.0;17.0;22.0;20.333333333333332;12.0;19.0;17.0;68.0;86.0;76.04166666666667;7.0;106.0;55.291666666666664;6.0;6.0;6.0;;;
2012-10-27;0.0;941.0;943.0;942.0;631.5;20.0;25.0;21.857142857142858;16.0;17.0;16.333333333333332;62.0;87.0;77.58333333333333;11.0;319.0;132.20833333333334;8.0;8.0;8.0;;;
2012-10-28;0.0;943.0;945.0;944.3333333333334;1062.0;18.0;20.0;19.0;16.0;19.0;17.0;69.0;91.0;82.375;2.0;351.0;121.91666666666667;3.0;4.0;3.5;0.0;4.0;2.1666666666666665
2012-10-29;10.0;941.0;942.0;941.6666666666666;975.0;20.0;25.0;22.5;17.0;21.0;19.2;70.0;96.0;81.70833333333333;4.0;330.0;119.08333333333333;3.0;9.0;5.5;0.0;0.0;0.0
2012-10-30;0.0;937.0;941.0;939.0;1182.5;19.0;24.0;22.2;18.0;20.0;19.0;63.0;95.0;82.33333333333333;6.0;326.0;158.83333333333334;6.0;6.0;6.0;;;
2012-10-31;0.0;939.0;940.0;939.5;354.0;17.0;21.0;18.666666666666668;15.0;16.0;15.666666666666666;70.0;95.0;84.29166666666667;143.0;316.0;239.95833333333334;4.0;8.0;5.666666666666667;1.0;2.0;1.5
2012-11-01;0.0;941.0;941.0;941.0;2554.0;17.0;22.0;19.5;13.0;14.0;13.5;56.0;94.0;76.25;102.0;190.0;143.79166666666666;4.0;8.0;6.0;0.0;2.0;1.0
2012-11-02;0.0;943.0;943.0;943.0;125.0;20.0;20.0;20.0;11.0;13.0;12.0;41.0;90.0;70.04166666666667;63.0;314.0;153.79166666666666;6.0;7.0;6.5;1.0;3.0;2.0
2012-11-03;0.0;942.0;942.0;942.0;;15.0;15.0;15.0;13.0;14.0;13.5;42.0;93.0;72.45833333333333;19.0;250.0;108.70833333333333;;;;0.0;3.0;1.625
2012-11-04;0.0;941.0;941.0;941.0;1812.6666666666667;21.0;25.0;23.0;14.0;14.0;14.0;37.0;91.0;71.95833333333333;21.0;355.0;167.41666666666666;3.0;8.0;5.0;0.0;4.0;1.5555555555555556
2012-11-05;0.0;943.0;943.0;943.0;;15.0;25.0;20.333333333333332;8.0;15.0;11.0;31.0;93.0;67.5;31.0;307.0;134.08333333333334;0.0;7.0;3.25;0.0;2.0;0.8
2012-11-06;0.0;943.0;944.0;943.3333333333334;;16.0;24.0;20.0;5.0;13.0;9.0;22.0;79.0;50.875;36.0;182.0;96.79166666666667;6.0;6.0;6.0;4.0;4.0;4.0
2012-11-07;0.0;941.0;944.0;942.5;;20.0;24.0;22.0;11.0;11.0;11.0;26.0;77.0;52.916666666666664;23.0;347.0;121.08333333333333;7.0;8.0;7.666666666666667;4.0;4.0;4.0
2012-11-08;0.0;;;;401.0;;;;;;;40.0;77.0;58.583333333333336;6.0;346.0;79.95833333333333;8.0;9.0;8.333333333333334;3.0;4.0;3.3333333333333335
2012-11-09;0.0;936.0;940.0;938.0;3110.0;21.0;28.0;24.333333333333332;16.0;16.0;16.0;39.0;80.0;61.083333333333336;14.0;358.0;73.54166666666667;;;;3.0;5.0;4.0
2012-11-10;0.0;938.0;938.0;938.0;3132.0;22.0;26.0;24.0;18.0;18.0;18.0;50.0;85.0;66.625;25.0;352.0;127.0;;;;0.0;5.0;2.5
2012-11-11;0.0;;;;664.25;24.0;24.0;24.0;19.0;19.0;19.0;73.0;94.0;85.41666666666667;137.0;298.0;200.16666666666666;3.0;3.0;3.0;0.0;3.0;0.8
2012-11-12;0.0;945.0;945.0;945.0;;13.0;13.0;13.0;13.0;17.0;15.333333333333334;72.0;91.0;84.16666666666667;110.0;295.0;168.16666666666666;4.0;9.0;6.333333333333333;2.0;3.0;2.5
2012-11-13;0.0;946.0;947.0;946.6666666666666;;13.0;18.0;15.5;10.0;11.0;10.5;51.0;89.0;77.20833333333333;110.0;157.0;134.95833333333334;6.0;9.0;7.5;2.0;4.0;3.0
2012-11-14;0.0;946.0;947.0;946.5;813.0;12.0;22.0;16.75;12.0;12.0;12.0;51.0;92.0;74.29166666666667;85.0;168.0;114.25;;;;;;
2012-11-15;1.0;943.0;943.0;943.0;;17.0;17.0;17.0;11.0;12.0;11.666666666666666;44.0;86.0;67.66666666666667;25.0;163.0;87.95833333333333;6.0;8.0;7.333333333333333;3.0;3.0;3.0
2012-11-16;0.0;942.0;942.0;942.0;2034.0;17.0;23.0;20.0;11.0;13.0;12.0;42.0;84.0;63.583333333333336;47.0;247.0;98.20833333333333;7.0;8.0;7.5;;;
2012-11-17;0.0;945.0;948.0;946.0;;16.0;17.0;16.5;11.0;11.0;11.0;37.0;84.0;65.125;33.0;207.0;93.5;7.0;10.0;8.666666666666666;3.0;4.0;3.6666666666666665
2012-11-18;0.0;946.0;946.0;946.0;29.0;15.0;20.0;17.5;;;;28.0;84.0;58.875;14.0;356.0;100.08333333333333;6.0;9.0;8.0;2.0;7.0;4.666666666666667
2012-11-19;0.0;943.0;943.0;943.0;;18.0;24.0;21.0;13.0;15.0;14.0;44.0;77.0;62.208333333333336;2.0;349.0;195.04166666666666;2.0;11.0;6.666666666666667;0.0;0.0;0.0
2012-11-20;0.0;941.0;943.0;942.0;1677.0;19.0;26.0;22.0;15.0;17.0;16.0;41.0;90.0;67.625;2.0;309.0;194.70833333333334;0.0;8.0;1.3333333333333333;0.0;1.0;0.125
2012-11-21;0.0;942.0;945.0;943.0;1716.0;18.0;29.0;23.0;13.0;13.0;13.0;29.0;80.0;60.25;54.0;322.0;115.125;6.0;7.0;6.5;3.0;4.0;3.5
2012-11-22;0.0;943.0;943.0;943.0;3361.3333333333335;18.0;19.0;18.5;16.0;20.0;18.0;28.0;84.0;62.75;3.0;356.0;132.0;10.0;11.0;10.5;3.0;5.0;4.0
2012-11-23;0.0;940.0;941.0;940.3333333333334;692.0;19.0;23.0;21.2;19.0;19.0;19.0;78.0;96.0;88.375;7.0;354.0;134.625;5.0;6.0;5.5;2.0;3.0;2.6666666666666665
2012-11-24;0.0;942.0;942.0;942.0;228.0;17.0;21.0;18.4;12.0;17.0;15.5;63.0;95.0;84.70833333333333;18.0;355.0;182.375;10.0;10.0;10.0;3.0;3.0;3.0
2012-11-25;0.0;947.0;947.0;947.0;3865.0;13.0;22.0;18.333333333333332;7.0;10.0;8.5;31.0;81.0;54.583333333333336;75.0;178.0;118.16666666666667;5.0;11.0;8.5;2.0;4.0;3.0
2012-11-26;0.0;946.0;947.0;946.3333333333334;;15.0;25.0;20.0;9.0;14.0;11.5;29.0;77.0;58.875;17.0;345.0;130.20833333333334;9.0;9.0;9.0;3.0;3.0;3.0
2012-11-27;0.0;943.0;943.0;943.0;21.0;18.0;18.0;18.0;14.0;15.0;14.333333333333334;32.0;82.0;60.416666666666664;34.0;345.0;131.5;7.0;8.0;7.5;1.0;4.0;2.75
2012-11-28;0.0;938.0;938.0;938.0;2571.0;16.0;22.0;19.0;7.0;13.0;10.0;16.0;82.0;51.708333333333336;4.0;353.0;138.20833333333334;4.0;7.0;5.5;;;
2012-11-29;0.0;941.0;944.0;943.25;1293.0;21.0;24.0;22.75;12.0;13.0;12.666666666666666;51.0;84.0;61.875;55.0;160.0;98.41666666666667;7.0;10.0;8.5;2.0;5.0;3.5
